"","accession","pval_bon: wt VS ko","pval_bon: wt-cyto-no glu VS wt-cyto-glu","pval_bon: wt-mem-glu VS wt-cyto-glu","pval_bon: wt-mem-glu VS wt-mem-no glu","pval_bon: wt-mem-no glu VS Δ-mem-no glu","pval_bon: Δ-mem-no glu VS Δ-mem-glu","pval_BY: wt VS ko","pval_BY: wt-cyto-no glu VS wt-cyto-glu","pval_BY: wt-mem-glu VS wt-cyto-glu","pval_BY: wt-mem-glu VS wt-mem-no glu","pval_BY: wt-mem-no glu VS Δ-mem-no glu","pval_BY: Δ-mem-no glu VS Δ-mem-glu","pval_BH: wt VS ko","pval_BH: wt-cyto-no glu VS wt-cyto-glu","pval_BH: wt-mem-glu VS wt-cyto-glu","pval_BH: wt-mem-glu VS wt-mem-no glu","pval_BH: wt-mem-no glu VS Δ-mem-no glu","pval_BH: Δ-mem-no glu VS Δ-mem-glu","AoverB: wt VS ko","AoverB: wt-cyto-no glu VS wt-cyto-glu","AoverB: wt-mem-glu VS wt-cyto-glu","AoverB: wt-mem-glu VS wt-mem-no glu","AoverB: wt-mem-no glu VS Δ-mem-no glu","AoverB: Δ-mem-no glu VS Δ-mem-glu"
"1","B1AXV0",1,1,1,1,1,1,1,1,1,1,1,1,0.999487848265388,1,1,1,1,1,1.07650402652771,NA,NA,NA,NA,NA
"2","B2RSH2",1,1,1,1,0,1,1,1,1,1,0,1,0.314027183071982,1,1,1,0,1,1.40884625601228,NA,NA,NA,NA,0.971024867509371
"3","D3YVF0",1,1,1,1,1,1,1,1,1,1,1,1,0.205979075613477,1,1,1,1,1,1.27376389421234,NA,NA,NA,NA,NA
"4","D3Z7P3",1,1,1,0,0,1,1,1,1,0,0,1,0.499732379470537,1,1,0,0,1,0.926373233136518,3.27030927835052,NA,NA,1.98608237728042,0.789809863339275
"5","E9PUL5",1,1,1,1,0,1,1,1,1,1,0,1,0.782148727410948,1,1,1,0,1,1.08134326268933,NA,NA,NA,0.49663148876514,1.12022859137111
"6","E9Q3L2",1,1,1,1,1,1,1,1,1,1,1,1,0.569093002992642,1,1,1,1,1,0.935184437807725,NA,NA,NA,NA,NA
"7","E9Q401",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.784957627118644,NA,NA,NA,NA,NA
"8","E9Q414",1,1,1,1,0,1,1,1,1,1,0,1,0.821890681028651,1,1,1,0,1,1.22147115410949,NA,NA,NA,0.426725323068463,0.894931102362205
"9","E9Q557",1,1,0,0,1,1,1,1,0,0,1,1,0.396729443032501,1,0,0,0.352449961521496,0.54458448482858,0.751788298084615,1.01907425787242,2.08928990345576,1.34619320031627,0.774950441520998,0.596442199172352
"10","E9Q6P5",1,1,1,1,1,1,1,1,1,1,1,1,0.498384172776703,1,1,1,1,1,1.10643821391485,NA,NA,NA,NA,NA
"11","F8VPU2",1,1,1,1,0,0,1,1,1,1,0,0,0.492573468111075,1,1,1,0,0,0.907279061239461,NA,NA,NA,0.710223156064341,1.23144182726623
"12","G3XA57",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.25851587154261,NA,NA,NA,NA,NA
"13","G5E829",1,0.140768464039492,0,0,1,1,1,0.00507372525468462,0,0,0.825530502504206,0.179778259058434,0.933831503904025,0.000654737042044149,0,0,0.106530285381096,0.0231994204753372,1.02023265803477,2.64032095928771,1.10917641990378,0.462254340881717,2.83349349236182,1.43326576709759
"14","G5E8K5",1,1,1,1,1,1,1,1,1,1,1,1,0.372595973158933,1,1,1,1,1,1.13663405228026,NA,NA,NA,NA,NA
"15","O08528",1,1,1,1,1,1,1,1,1,1,1,1,0.211847291500274,1,1,1,1,1,1.83251858089885,NA,NA,NA,NA,NA
"16","O08530",0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.441320424689909,0.508866012861611,0.669108528911955,NA,NA,NA,1.20358744394619,0.804183195095564
"17","O08532",1,1,1,1,0,1,0.461563329493441,1,1,1,0,1,0.059562273063477,1,1,1,0,0.762324640310397,1.17837451500918,NA,NA,NA,0.731143957036259,0.891718935412779
"18","O08539",1,1,1,1,0,1,1,1,1,1,0,1,0.13433902466358,1,1,1,0,0.138607361392322,1.26793003351989,NA,NA,NA,NA,0.787665137722333
"19","O08547",1,1,1,0,1,1,1,1,1,0,0.444103873171932,0.104911729775681,0.194864953914603,1,1,0,0.0573092238316352,0.0135382962578911,0.762963465057954,NA,NA,NA,1.43538344722855,0.689384422110553
"20","O08553",1,1,0,0,1,1,1,0.547008429516926,0,0,1,1,0.986024796506801,0.0705885051194776,0,0,0.284711870985206,0.789892865241439,1.06766224748625,1.60285724923813,0.841378396072259,0.617373639129014,0.779643299031098,0.843867121456524
"21","O08583",0,1,0,0,1,1,0,0.379829277704637,0,0,1,0.262373773392552,0,0.0490149318858927,0,0,0.292426279694171,0.0338579287757827,1.29847734059659,0.444859129972535,NA,NA,1.18181818181818,0.696493649232701
"22","O08585",1,0,0,0,1,1,1,0,0,0,1,1,0.397890331428013,0,0,0,1,0.643609350353385,1.2214639831761,NA,NA,NA,0.969802723179578,0.804301982285956
"23","O08599",1,1,0,1,1,1,1,1,0,0.17243797776901,0.227752657089065,1,0.771245189934532,1,0,0.0222521965288351,0.0293902593331217,1,0.975493910087036,NA,NA,0.75402903327436,0.708329041782539,1.09451651995829
"24","O08709",1,1,0,0,1,1,1,1,0,0,1,1,0.427101070360222,1,0,0,0.689073631162118,1,0.815108304758722,1.40456607169909,0.267708676783788,0.737190812720848,1.27453556014262,0.952372442141006
"25","O08749",1,1,0,0,1,1,1,1,0,0,1,1,0.695650203437697,1,0,0,0.143374084107415,0.567787702739758,0.895530373703561,1.02662329839778,NA,NA,1.53272985854858,0.921817698644698
"26","O08756",1,0,0,0,0,1,1,0,0,0,0,1,0.88481316321221,0,0,0,0,1,0.938421347266281,0.472811477799009,NA,NA,1.94634990560101,NA
"27","O08807",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"28","O08917",1,1,0,1,0.247220616864271,1,1,1,0,1,0.00862962145515488,1,0.666000801590731,1,0,0.171502530766131,0.00111360638227149,0.790279976891796,1.19591025361018,NA,NA,0.570739785060651,0.444006773725386,1.04695931480826
"29","O08919",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.15762425188655,NA,NA,NA,NA,NA
"30","O08989",1,1,1,0,0,0,1,1,1,0,0,0,0.55706471364413,1,1,0,0,0,1.17925857438471,NA,NA,NA,0.830620741862226,1.08501026694045
"31","O09044",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"32","O09111",1,1,1,0,1,1,1,1,1,0,1,1,0.196636774264552,1,1,0,0.256126438527638,1,0.888589553468448,NA,NA,1.24910957469097,0.664747800654578,0.842149503479557
"33","O09159",1,1,0,0,1,0.098062437787246,1,0.523360012476321,0,0,1,0.00567097746126203,0.405397186024852,0.0675368036880893,0,0,1,0.000731809237218254,1.25075784073685,2.30526384083045,1.71871972318339,0.459546476449527,0.911002244065868,2.28022255214264
"34","O35075",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.895767066307805,NA,NA,NA,1.68776445698166,0.818706697459584
"35","O35098",1,1,0,0,1,1,0.622532509219722,1,0,0,1,1,0.080334482693265,0.525040733438421,0,0,1,0.340355005191056,1.33442873811728,2.11674221202363,NA,NA,1.0231510184303,1.09943770396519
"36","O35129",1,1,0,0,1,1,1,1,0,0,1,1,0.715448774522846,0.138914290247814,0,0,0.860931634472424,1,1.10640721032066,0.602648357037764,0.50620892594409,0.402096394679022,0.996934437350153,1.05868711898601
"37","O35143",1,1,0,0,1,1,1,0.665290138555583,0,0,1,1,0.609096885495876,0.0858521255199699,0,0,0.3856450574066,0.54458448482858,1.46484736976404,3.30256528526824,NA,NA,1.06887471472877,0.939033436821716
"38","O35250",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.02190580503834,NA,NA,NA,NA,NA
"39","O35295",1,1,1,1,1,1,1,1,1,1,1,1,0.185184779213514,1,1,1,1,1,0.727834621032616,NA,NA,NA,NA,NA
"40","O35405",1,0,1,0,1,0.00313784578444318,0.249306337729784,0,1,0,1,0.000188495904847085,0.0321716462627429,0,1,0,1,2.43243859259161e-05,1.81173919020054,1.70802460506081,NA,NA,0.966792383405391,1.65313260340633
"41","O35449",1,1,1,1,1,1,1,1,1,1,1,1,0.262890910590075,1,1,1,1,1,1.28155249151856,NA,NA,NA,NA,NA
"42","O35459",1,1,1,1,1,1,1,1,1,1,1,1,0.831329495305729,1,1,1,1,1,0.899358592871786,1.45395915442494,NA,NA,NA,NA
"43","O35465",1,1,1,1,1,1,1,1,1,1,1,1,0.90794513112197,1,1,1,1,1,0.954067530987323,NA,NA,NA,NA,NA
"44","O35474",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0.396648526147383,0.377960585533895,NA,NA,NA,NA,0.870099196976851,0.682036928900795
"45","O35526",1,1,1,0,1,1,1,1,1,0,1,1,0.733983936331571,1,1,0,0.153576717987579,1,1.19881982100305,1.59493274945261,3.7286518611198,1.43063167580109,0.745489248754885,0.924062667934356
"46","O35633",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.894962411297695,NA,NA,NA,NA,NA
"47","O35643",1,1,1,0,1,1,1,1,1,0,1,1,0.939619843302207,1,1,0,1,1,0.90933979676657,NA,NA,0.420329118115245,1.09067229363357,1.04364510928932
"48","O35658",1,1,1,1,0,0,0.542276756216979,1,1,1,0,0,0.0699779080483283,1,1,1,0,0,1.306289040318,NA,NA,NA,1.73961023714487,0.84120086904997
"49","O35685",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1.06075162475276,NA,NA,NA,1.9337652987761,0.933467741935484
"50","O35737",0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1.02199642052999,NA,NA,NA,2.05546327057955,0.600132919805051
"51","O35841",1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1.47814300237206,NA,NA,NA,NA,NA
"52","O35887",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.376361529548088,NA,NA,NA,NA,NA
"53","O35927",1,1,1,1,1,1,1,1,1,1,1,1,0.900302648644268,1,1,1,1,1,1.03664026677782,NA,NA,NA,NA,0.996199928469246
"54","O43790.9",0,1,0,0,1,1,0,1,0,0,1,1,0,0.582384832730611,0,0,0.869786769278276,0.897943843809411,NA,8.19434140506826,NA,NA,0.633118458008544,1.35256573462687
"55","O54734",1,0,0,0,1,1,1,0,0,0,1,0.0887253898385515,0.300076301901197,0,0,0,0.253542779821195,0.0114495358698169,0.873138579217186,NA,NA,NA,1.2269269626196,0.827509896973124
"56","O54829",0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0.651606539943106,1.07136228134315,NA,NA,NA,NA,1.12424629592271
"57","O54833",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.04294266635966,NA,NA,NA,NA,NA
"58","O54879",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.83343465045593,2.43863091345106,NA,NA,NA,NA
"59","O54983",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.16805592901318,1.14854670512536,NA,NA,NA,NA
"60","O55022",1,1,1,0,1,1,1,1,1,0,1,1,0.155298611011221,1,1,0,1,1,0.67607646438269,NA,NA,0.851286173633441,0.896334324056561,1.00225672504062
"61","O55023",1,1,1,1,1,1,1,1,1,1,1,1,0.626128309896121,1,1,1,1,1,0.980870904625115,NA,NA,NA,NA,NA
"62","O55042",1,1,0,0,1,1,0.787266408581488,1,0,0,1,1,0.101592509207991,1,0,0,0.929521361719475,0.770330104183153,1.28084100656058,1.487034402181,NA,NA,0.794610796490267,1.20669604537284
"63","O55091",1,1,1,1,1,1,1,1,1,1,1,1,0.824913301897673,1,1,1,1,1,1.03821123094087,NA,NA,NA,NA,NA
"64","O55100",1,1,1,1,1,0,1,1,1,1,1,0,0.372595973158933,1,1,1,1,0,0.808547069103964,NA,NA,NA,NA,NA
"65","O55125",1,1,1,0,1,1,1,1,1,0,1,1,0.155117103504851,1,1,0,0.513453253213079,1,1.25837303108288,NA,NA,NA,0.701959752729186,1.04844863249827
"66","O55126",1,1,1,0,0,1,0.373940562115856,1,1,0,0,1,0.0482550247106908,1,1,0,0,1,1.44136301857485,1.71474769251499,NA,NA,NA,NA
"67","O55131",1,1,0,0,1,1,1,1,0,0,1,1,0.517328685339352,0.918003235625125,0,0,0.708787823026841,1,1.05508433201622,0.993210127203877,NA,NA,0.9709422333343,0.96709074295354
"68","O55135",1,1,1,1,1,1,1,1,1,1,1,1,0.834224842323217,1,1,1,1,1,1.00196771343667,NA,NA,NA,NA,NA
"69","O55143",1,0,0,1,0,1,1,0,0,1,0,1,0.480232823466036,0,0,1,0,0.705897049587275,0.794303797468354,NA,1.30489320158571,2.25685632419157,0.468306709265177,1.25849382815326
"70","O70152",1,0,0,1,0,1,1,0,0,1,0,0.883823106641269,0.984382220863142,0,0,1,0,0.114052633417287,1.05672564944916,NA,NA,NA,1.08843334656866,0.754149434356867
"71","O70161",1,1,1,1,1,1,1,1,1,1,1,1,0.58718502648373,1,1,1,1,1,1.30812485655267,NA,NA,NA,NA,NA
"72","O70251",1,1,0,0,1,1,1,1,0,0,1,1,0.666000801590731,0.356094061025869,0,0,0.803778165569604,1,1.0409585069759,0.790134076713753,0.199776687248874,0.412282009241318,1.64408377160738,0.78390199932026
"73","O70318",1,1,1,1,1,1,1,1,1,1,1,1,0.726373390246443,1,1,1,1,1,0.959155053028307,NA,NA,NA,NA,NA
"74","O70325",1,1,0,0,1,1,1,1,0,0,1,1,0.247800195179056,0.884150813219701,0,0,1,0.525129265737541,1.31058126458197,1.37972315750094,NA,NA,1.15741718135878,1.3032343041124
"75","O70378",1,1,1,1,0,1,1,1,1,1,0,1,0.945991928290511,1,1,1,0,0.984657263348742,1.01742007992008,NA,NA,NA,1.17583382094792,0.835696821515892
"76","O70439",1,1,1,0,1,1,1,1,1,0,1,1,0.544221661499269,1,1,0,0.167286344464402,1,1.20682628629648,NA,NA,NA,0.757673355906075,0.879929270419533
"77","O70443",1,1,1,1,1,1,0.244690734689077,1,1,1,1,1,0.031576027436254,1,1,1,1,1,1.68239603533721,NA,NA,NA,NA,NA
"78","O70456",0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0.305062032362715,NA,NA,NA,NA,NA,0.177044362452566
"79","O70503",0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.519920933697631,1,0.64518144788003,NA,NA,NA,1.11698683358515,1.12588092345079
"80","O70591",1,1,0,1,1,1,1,1,0,1,1,1,1,0.302807920472032,0,1,1,1,NA,0.576523629337413,NA,NA,NA,NA
"81","O76011.9",1,1,0,0,1,1,1,0.0742206567959797,0,0,1,1,0.416711524173905,0.00957777783578359,0,0,0.680085214614014,1,0.498068200695383,0.266485587001982,0.181668171487282,1.08235948803561,1.2344365732337,1.27884889024796
"82","O76013.9",1,1,1,0.16099823007768,1,1,1,0.760384263089977,0.310772359219674,0.00224795779274847,1,1,0.596695803735351,0.0981235124571991,0.0401035067944804,0.000290086901040865,0.373376781317681,0.867318833051379,0.776953446395977,3.06810789310528,0.228616188990812,0.146665295208297,0.651034038838356,1.30001044869181
"83","O88343",0.409818025027821,1,1,1,1,1,0.0152681970150834,1,1,1,1,1,0.00197027896647991,1,1,1,1,1,0.590043081972223,NA,NA,NA,NA,NA
"84","O88441",1,1,1,1,0,1,1,1,1,1,0,1,0.525840723873149,1,1,1,0,0.689987911588903,0.865240920487547,NA,NA,NA,0.869750112166673,0.884546364357936
"85","O88455",1,1,1,0,0.653486544980494,1,1,1,1,0,0.0220175427488348,1,1,1,1,0,0.00284124584774128,0.220694441112565,NA,NA,NA,NA,1.55543422872534,0.772392465560866
"86","O88485",1,1,1,1,1,1,1,1,1,1,1,1,0.184469265742374,1,1,1,1,1,0.746260242050665,NA,NA,NA,NA,NA
"87","O88487",1,1,1,1,0,1,0.150920045989431,1,1,1,0,1,0.0194754227980816,1,1,1,0,0.519987136822277,0.786648329350229,NA,NA,NA,1.37200347782884,0.806632601943693
"88","O88544",1,0,0,1,0,1,1,0,0,1,0,1,0.235441851843439,0,0,1,0,1,0.65487141444115,NA,NA,NA,0.97282369924057,0.950202767175573
"89","O88569",1,0,0,0,0.371284657331584,1,1,0,0,0,0.0127874668021008,0.559937069839357,0.370813541635433,0,0,0,0.00165015403258482,0.0722568768379787,0.83280192698616,1.26070021489971,0.529727793696274,0.279053313050554,1.77511931675458,0.709615127523359
"90","O88643",1,1,1,1,1,1,1,1,1,1,1,1,0.982182425909772,1,1,1,1,1,1.12606577344702,NA,NA,NA,NA,NA
"91","O88712",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.00052312199205,NA,NA,NA,NA,NA
"92","O88741",1,1,1,0,1,1,1,1,1,0,1,1,0.522895630706706,1,1,0,1,1,1.28939097935955,NA,NA,NA,1.10005193006751,1.02213113545553
"93","O88809",1,1,1,0,1,1,1,1,1,0,1,0.610974073339981,1,1,1,0,1,0.0788429285119323,NA,NA,NA,0.554609252572052,1.01432882581954,0.68084005144452
"94","O88844",1,1,0,0,1,1,1,1,0,0,1,1,0.479104827415044,0.317246389126207,0,0,1,0.581100338830062,0.959450113567226,1.89421873221804,NA,NA,0.695138607851073,1.1366962321924
"95","O88935",1,1,1,0,1,1,1,1,1,0,0.191700214162108,1,0.361547202526491,1,1,0,0.0247378848635608,1,1.54074604526559,NA,NA,1.89101155611002,0.240694609361143,0.841368549590704
"96","O88951",0.860789335878288,1,1,0,1,0,0.0317641777353009,1,1,0,0.273543276859673,0,0.00409899683751566,1,1,0,0.0352992933144739,0,1.61302313236873,NA,NA,NA,0.67004988776202,NA
"97","O88952",1,1,1,0,1,1,1,1,1,0,1,1,0.933831503904025,1,1,0,0.3856450574066,0.921993236580812,1.02115407054472,NA,NA,NA,0.768111510734989,0.857935943865073
"98","O88958",1,1,0,0,1,1,1,0.523360012476321,0,0,1,1,0.431814399349233,0.0675368036880893,0,0,0.288089511440275,0.275685840712165,1.02560914509897,1.96423855843359,NA,NA,0.735298435160442,0.715116523199665
"99","O88986",1,1,1,0,1,1,1,1,1,0,0.211709538058818,1,0.847867151737632,1,1,0,0.0273199808352216,1,1.01661316992511,2.14467213114754,NA,NA,1.59109975594875,0.909797391063003
"100","O88998",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.25277567499369,NA,NA,NA,NA,NA
"101","O89051",1,1,1,1,1,1,1,1,1,1,1,1,0.809603257294185,1,1,1,1,1,1.00475224263134,NA,NA,NA,NA,NA
"102","O89086",1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,NA,2.99547090930206,NA,NA,NA,0.655337482048827
"103","O89112",1,1,0,0,1,1,0.338876468070154,1,0,0,0.38759620849346,0.99615046653776,0.0437301913653607,0.601526697429607,0,0,0.0500172126628702,0.128547876984398,1.49735530097928,1.50237568438099,0.231090916640468,0.34827151554161,0.764103965299362,0.659909574875699
"104","P00405",1,1,1,1,1,0,1,1,1,1,1,0,0.208404236402859,1,1,1,1,0,1.14486826763468,NA,NA,NA,0.851401756707977,0.736007793127878
"105","P00493",1,1,0,0,1,1,1,0.10667813706621,0,0,0.105902031979078,1,0.526724153831678,0.0137662416483867,0,0,0.0136660894478718,1,1.15337752470621,0.317143123630089,0.167630462155482,0.461249739348023,1.21133282815526,1.06614326552596
"106","P00761",1,1,1,0.201654842316297,1,1,1,1,0.384418389336674,0.00280552080813793,1,1,0.379779595943522,0.133988279291148,0.0496071321381227,0.000362037418880247,0.54995790410577,1,1.14664880988616,1.42871872612776,0.323825832089833,0.292458778178094,1.22611840454429,1.12436881714932
"107","P01831",1,1,1,1,1,0,1,1,1,1,1,0,0.61478372306403,1,1,1,1,0,1.1434044721422,NA,NA,NA,NA,0.727762803234501
"108","P01870",1,1,0,0,1,1,1,1,0,0,1,0.837799287169025,0.479044888059476,1,0,0,0.193760339044956,0.108113506264706,1.34524592560111,1.0685610573688,0.849660775247396,0.579094630813183,1.31675872729187,0.714245577935183
"109","P01942",1,1,1,1,1,1,1,1,1,1,1,1,0.156482025744412,1,1,1,1,1,2.99518317944601,NA,NA,NA,NA,NA
"110","P01966",1,1,1,1,1,1,0.599180242227357,1,1,1,1,1,0.0773209978378347,1,1,1,1,1,0.275064618213639,NA,NA,NA,NA,NA
"111","P02088",1,1,1,0,1,0,1,1,1,0,1,0,0.627621341616177,1,1,0,0.441292998133719,0,1.21952375708068,NA,NA,NA,1.37862890903535,1.04725837422658
"112","P02533.9",1,1,1,1,1,1,1,0.322176371873141,1,1,1,1,1,0.0415751334863812,0.435840692868464,0.322571344858579,1,0.285137574446451,0.937801383863931,1.45535957260987,0.327704457817123,0.361037068876706,1.0382963480529,0.731197346325552
"113","P02535",1,1,1,1,1,1,1,0.216800670788857,1,0.492387184962068,1,1,0.715448774522846,0.0279769642186325,0.227028321018487,0.0635399263538856,0.352622257181024,0.716798921850541,0.992183316866769,1.46099752089959,0.372868490065562,0.340414170109484,0.808459687247442,1.24563365037653
"114","P02538.9",1,1,1,1,1,1,1,1,0.842441118180843,1,1,1,0.692095344444912,1,0.10871250967025,0.175304319436329,0.716516116302953,0.475170549737718,1.3428183545166,1.10856006847522,0.101737746457409,0.121356709531928,0.74561648420539,0.75280535586128
"115","P02769",1,1,1,1,1,1,1,0.266252886123415,1,0.450535882239704,0.559797445754433,1,0.352633516962235,0.0343585074763767,0.917691220636244,0.0581392401175083,0.0722388590983945,0.303411139123545,0.848614060258248,1.62120836168796,0.670418895115306,0.481403077965241,1.56519866361101,0.809577138616363
"116","P03899",1,1,1,1,0,1,1,1,1,1,0,1,0.75644512928218,1,1,1,0,0.525122407861186,0.82685365997988,NA,NA,NA,0.686597504556288,0.943487318541053
"117","P03995",1,1,0,0,1,1,1,1,0,0,1,1,0.21561091290428,0.205358250084523,0,0,0.989520723636057,1,0.565951339067155,0.586924452021006,4.09645915050296,5.16946185148298,0.552261532491751,0.953147076249945
"118","P04104",1,0,0,1,0,1,1,0,0,1,0,1,0.221860792814761,0,0,1,0,0.243532096814508,1.31009783504587,NA,NA,NA,NA,0.579326212563617
"119","P04259.9",1,1,1,1,1,1,1,1,1,1,1,1,1,0.962048069826681,0.26754501692271,0.176307448357466,0.826025156088999,1,1.14926300270618,0.939585337872088,0.176593190191489,0.179794003594368,0.838738693056524,0.8892072343987
"120","P04264.9",1,1,1,1,1,1,1,1,1,1,1,1,0.808088079768448,0.421227244805488,1,1,0.367840831261497,0.705897049587275,1.07638529471327,1.30702054390494,1.014960831991,1.08116773932043,0.86595600692517,0.870482968285774
"121","P04370",1,1,0,0,0,1,1,1,0,0,0,1,0.398703065136799,0.453280941645259,0,0,0,1,1.27533696791036,4.46713565411672,11.3313003834425,5.32565168650934,0.494609694128216,NA
"122","P04925",1,1,1,0,1,1,1,1,1,0,1,1,0.282916641624358,1,1,0,0.16959247624702,0.343888727300777,1.35892680253756,NA,NA,0.435968300744694,0.67432355500177,0.835295278769717
"123","P05063",1,1,0,1,0,1,1,1,0,1,0,1,0.606987412960454,1,0,1,0,0.395371966833549,0.833145068876583,1.03641762690265,NA,NA,9.6871494567172,0.64765125963002
"124","P05064",1,1,0,0,1,1,1,0.0963964940012712,0,0,1,1,0.672341163993019,0.0124394507344569,0,0,0.496895301690537,1,0.881904659846841,0.467048447272137,0.0756230857238695,0.377424133596696,1.02102108984238,0.972015548773693
"125","P05132",1,1,0,0,1,1,1,0.811348536664939,0,0,1,1,0.69277032330526,0.104700178724177,0,0,0.191552488781742,0.806269084500032,0.998124859435795,1.62036705337706,0.301275868720549,0.158719558668748,1.73934726343034,1.32671691792295
"126","P05201",1,1,1,1,0,1,1,1,1,1,0,1,0.569093002992642,1,1,1,0,1,0.9342263313071,NA,NA,NA,1.75034330011074,1.02520435967302
"127","P05202",1,1,0,0,1,1,1,1,0,0,0.223682594079853,1,0.74396618686365,0.867245091957103,0,0,0.0288650395228602,0.631684856627126,0.931125149075731,1.27785211326498,NA,NA,1.67917383820998,0.895683453237409
"128","P05213",1,1,1,1,1,1,1,1,1,0.314858543612849,1,1,0.369211664305423,0.180238895298134,0.536346961031046,0.0406308069829099,1,1,0.814950784323052,1.23975628489458,0.731677155051187,0.574503955913267,0.921812661927914,0.896125937741
"129","P05784",1,0,0,0,1,0,1,0,0,0,1,0,0.152314207414145,0,0,0,0.680085214614014,0,2.50706054348163,NA,NA,NA,1.23775471365543,NA
"130","P06151",1,1,0,0,1,1,1,1,0,0,0.246016909861875,1,0.400682289367697,1,0,0,0.0317471632321997,1,1.21459444582199,1.33246412508299,0.565285308964033,0.408047994693644,1.33276270322759,0.974000853701973
"131","P06745",1,1,0,0,1,1,1,1,0,0,1,1,0.556381706973762,1,0,0,0.390695847654739,0.305062032362715,1.14496703296703,0.844800224985436,0.499467668387537,0.864398824940465,1.60852789039564,1.47838128306878
"132","P06797",1,0,1,1,1,1,1,0,1,1,1,1,0.398712699802766,0,1,1,1,1,1.11326421045568,1.14092700319009,NA,NA,NA,NA
"133","P06837",1,1,1,1,0.465970174770211,1,1,1,0.437963826888281,0.438866255417904,0.0159775326922342,1,0.950634213057499,1,0.0565168837777349,0.0566333373412376,0.00206181493261155,0.928759914669089,1.16872777414907,1.06613064677581,1.87797474894249,0.618617340942087,0.55511468140446,1.28792723871375
"134","P07356",1,1,0,0,1,0.127285248714147,1,1,0,0,0.144061845330363,0.00730641508336323,0.775633261279881,0.900297407670562,0,0,0.0185904087723187,0.000942853694178866,1.09579744192117,0.755171962290503,0.628557087988827,1.30645600241911,0.665740628900432,0.435246235602851
"135","P07724",1,0,0,0,1,1,1,0,0,0,1,1,0.569093002992642,0,0,0,1,0.168480519298104,1.19974505489549,1.40242070438514,NA,NA,0.937315069413259,0.495546421536298
"136","P07901",1,1,0,0,1,1,1,1,0,0,1,1,0.712279811836459,1,0,0,1,0.651606539943106,0.922282521458429,0.781181494063216,0.63038410982837,0.725742590795684,0.895179118603302,0.830564268231876
"137","P08113",1,0,0,0,1,1,1,0,0,0,1,1,0.494521247257906,0,0,0,0.558975173114701,0.262181086149787,0.773585027364379,NA,NA,NA,0.959905384183906,0.83327341052872
"138","P08226",1,1,1,0,1,1,1,1,1,0,1,1,0.934283158133566,1,1,0,0.292426279694171,0.241169806394163,0.931039147255369,NA,NA,NA,0.830622347949081,0.757439885723357
"139","P08228",0,1,0,0,0,1,0,0.62268985031934,0,0,0,1,0,0.0803547867186082,0,0,0,1,0.205204768357948,1.81197548326261,NA,NA,1.47172995780591,1.20101351351351
"140","P08249",1,1,0,0,1,1,1,1,0,0,1,1,0.735972072910968,1,0,0,0.261975329192156,1,0.836436515940655,0.988549030242145,0.296899363355664,0.463809138697938,1.31336300642355,0.946580966402147
"141","P08551",1,0,0,1,0,1,1,0,0,1,0,1,0.78198621773263,0,0,1,0,0.177545338600007,1.09542284172855,NA,NA,NA,0.713423861659342,1.31721010801536
"142","P08553",1,0,0,1,0,1,1,0,0,1,0,0.351573095637321,0.901307068493106,0,0,1,0,0.0453686230816992,1.12530555116877,NA,NA,NA,1.15831111510203,1.72517960040266
"143","P08727.9",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.673861936863658,0,NA,NA,NA,NA,1.43618401601539,NA
