"","accession","pval_bon: wt VS ko","pval_bon: wt-cyto-no glu VS wt-cyto-glu","pval_bon: wt-mem-glu VS wt-cyto-glu","pval_bon: wt-mem-glu VS wt-mem-no glu","pval_bon: wt-mem-no glu VS Δ-mem-no glu","pval_bon: Δ-mem-no glu VS Δ-mem-glu","pval_BY: wt VS ko","pval_BY: wt-cyto-no glu VS wt-cyto-glu","pval_BY: wt-mem-glu VS wt-cyto-glu","pval_BY: wt-mem-glu VS wt-mem-no glu","pval_BY: wt-mem-no glu VS Δ-mem-no glu","pval_BY: Δ-mem-no glu VS Δ-mem-glu","pval_BH: wt VS ko","pval_BH: wt-cyto-no glu VS wt-cyto-glu","pval_BH: wt-mem-glu VS wt-cyto-glu","pval_BH: wt-mem-glu VS wt-mem-no glu","pval_BH: wt-mem-no glu VS Δ-mem-no glu","pval_BH: Δ-mem-no glu VS Δ-mem-glu","AoverB: wt VS ko","AoverB: wt-cyto-no glu VS wt-cyto-glu","AoverB: wt-mem-glu VS wt-cyto-glu","AoverB: wt-mem-glu VS wt-mem-no glu","AoverB: wt-mem-no glu VS Δ-mem-no glu","AoverB: Δ-mem-no glu VS Δ-mem-glu"
"954","Q921H8",1,0,1,0,0,1,1,0,1,0,0,1,0.298502823119211,0,1,0,0,1,1.09671122994653,0.843116959929026,NA,NA,1.78203342618384,1.00104566050889
"955","Q921H9",1,1,0,0,1,1,1,1,0,0,1,1,0.62250289587529,1,0,0,0.169499123324709,1,1.15750779741571,1.04379354471776,NA,NA,0.569664106040066,0.90449591280654
"956","Q921M7",0,1,0,0,1,1,0,1,0,0,1,1,0,0.298672103643768,0,0,1,1,0.764260522321564,3.31598378747141,0.800002006501063,0.533480963117085,0.711129401354007,1.89250438932157
"957","Q922F4",0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA
"958","Q922H2",1,1,1,1,1,1,1,1,1,1,1,1,0.612707510564881,1,1,1,1,1,0.791273465246068,NA,NA,NA,NA,NA
"959","Q922M3",1,1,1,0,1,1,1,1,1,0,1,1,0.414741147565324,1,1,0,1,0.434184312766516,1.1278554199773,NA,NA,NA,0.935507674144038,0.878023496890117
"960","Q922Q1",1,1,1,1,1,0,1,1,1,1,1,0,0.315334095065453,1,1,1,1,0,1.22453596823345,NA,NA,NA,1.25598219254313,0.873602333495382
"961","Q922Q4",1,0,0,1,1,1,0.728016796292014,0,0,1,1,1,0.0939466644005974,0,0,1,1,1,0.548010831076859,NA,NA,NA,NA,NA
"962","Q922Q8",1,1,1,0,0.776181704913542,1,1,1,1,0,0.0260382298412682,1,0.965235856390703,1,1,0,0.00336009396066469,1,0.968310257996498,NA,NA,NA,1.774122190353,1.07868235865081
"963","Q922R8",1,1,0,0,1,1,1,1,0,0,0.621687233129623,0.205987007253099,0.405397186024852,0.481899681721536,0,0,0.0802254043456681,0.0265815189152973,1.09233464933683,0.687106656850403,NA,NA,1.86807224778519,0.648654668567355
"964","Q922S4",1,1,1,1,1,1,1,1,1,1,1,1,0.882406729744913,1,1,1,1,1,0.909374762013548,NA,NA,NA,1.05826558265583,0.48383924473874
"965","Q922U2",1,1,1,0,1,1,1,1,1,0,1,1,0.372595973158933,1,1,0,0.337202411005872,1,1.43460770508796,NA,NA,NA,1.29850154346659,0.923527359830943
"966","Q923D4",0.121494099441208,1,1,1,1,1,0.00457033463748544,1,1,1,1,1,0.000589777181753438,1,1,1,1,1,0.647633890620572,NA,NA,NA,NA,NA
"967","Q923T9",1,1,1,0,1,1,1,1,1,0,1,1,0.6758610957156,1,1,0,1,0.159064941600166,1.14638975933508,NA,NA,NA,0.99299260292295,1.35069156650779
"968","Q924T2",1,1,1,1,1,1,1,1,1,1,1,1,0.375087985633326,1,1,1,1,1,0.805049668874172,NA,NA,NA,NA,NA
"969","Q925B0",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.63598376313276,NA,NA,NA,NA,NA
"970","Q925I1",1,1,0,0,1,1,1,1,0,0,1,1,0.205979075613477,0.966029986173042,0,0,1,0.701460136687221,1.30239437275818,0.896127513906718,1.0219298245614,0.843159752868491,0.807095027781735,1.00721076233184
"971","Q925N0",0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0.80129089311141,0.885527559055123,NA,NA,NA,0.901657575597098,1.2088601517237
"972","Q92764.9",1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA
"973","Q93092",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1.13723978411719,1.12254518197718,NA,NA,NA,NA
"974","Q99020",1,1,0,0,1,1,1,1,0,0,1,1,0.930730719191808,0.455465720038513,0,0,0.180923168958733,1,0.94934898221163,2.23396146517045,NA,NA,1.25105569277348,1.04700729927007
"975","Q99JB2",1,1,1,1,0,1,1,1,1,1,0,1,0.62250289587529,1,1,1,0,0.631684856627126,0.826161982878398,NA,NA,NA,0.55569149456788,1.12477122294238
"976","Q99JB8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.06984953003348,NA,NA,NA,NA,NA
"977","Q99JI6",1,0,1,1,1,0,1,0,1,1,1,0,0.986024796506801,0,1,1,1,0,0.957154109114619,NA,NA,NA,NA,NA
"978","Q99JR1",1,1,1,0,1,1,1,1,1,0,1,1,0.967809216492251,1,1,0,0.718826827401367,0.701227312334675,0.952806985181092,NA,NA,NA,1.11298882681564,0.939653098274245
"979","Q99JX4",1,0,0,1,1,1,1,0,0,1,1,1,0.683221699590482,0,0,1,1,1,0.716615586690017,0.791533589563142,NA,NA,NA,NA
"980","Q99JY0",1,1,0,0,1,1,1,1,0,0,1,1,0.932051062510171,1,0,0,0.422613948443167,1,0.919776971580678,1.10794891842585,3.82989314568673,2.4825658005879,0.846870648379527,0.966509647028457
"981","Q99JY8",1,1,1,0,1,1,1,1,1,0,1,1,0.58718502648373,1,1,0,1,1,1.08234894195632,NA,NA,NA,0.95713446858485,1.25335786568537
"982","Q99JY9",1,1,0,0,1,1,1,1,0,0,1,1,0.181955080341965,0.328998986145768,0,0,1,1,1.29782587114067,0.732591836171447,NA,NA,1.15422005482247,0.99057542031731
"983","Q99K48",1,0,0,1,1,0,1,0,0,1,1,0,0.479104827415044,0,0,1,1,0,2.41178073792451,NA,NA,NA,0.669323359305279,0.794183747552951
"984","Q99KB8",1,1,1,1,1,1,1,1,1,1,1,1,0.161463838432267,1,1,1,1,1,1.33265706514469,NA,NA,NA,NA,NA
"985","Q99KI0",1,1,1,1,0,1,1,1,1,1,0,1,0.698304120210409,1,1,1,0,0.368182640647493,0.808880266561446,0.9965887575896,NA,NA,6.25156348714801,0.830647838447225
"986","Q99KI3",1,1,1,0,1,1,1,1,1,0,1,1,0.246173528340194,1,1,0,0.513453253213079,0.942477210361915,1.27840791059039,NA,NA,NA,1.20663630448926,0.946836690691801
"987","Q99KJ8",1,0,0,0,1,1,1,0,0,0,1,0.285271859250768,0.552864833012275,0,0,0,0.157265125292691,0.0368128039908801,0.935588221302508,1.16039279869067,1.29787234042553,1.00156017830609,0.747362576346474,0.718016186261611
"988","Q99KR7",1,0,0,1,1,1,1,0,0,1,1,1,0.36849753445362,0,0,1,1,1,0.752516425908886,NA,NA,NA,NA,NA
"989","Q99KV1",1,1,0,0,1,1,1,1,0,0,0.232643272208303,0.442839467467428,0.901353084990411,1,0,0,0.0300213669939061,0.0571460590544044,0.978019253811503,0.799863668621375,NA,NA,1.65656026843329,0.704270583387864
"990","Q99L04",1,1,1,1,1,0,1,1,1,1,1,0,0.659484918759112,1,1,1,1,0,0.897790470464459,NA,NA,NA,NA,0.822898603632389
"991","Q99L13",1,1,0,0,0,1,1,1,0,0,0,1,0.856065708135074,1,0,0,0,1,1.00561261995112,0.950284742394128,NA,NA,0.656803327391563,2.05695428990467
"992","Q99L43",1,1,0,0,1,1,1,1,0,0,1,1,0.497573794870966,1,0,0,1,1,0.961124601247443,1.20096552088005,NA,NA,0.91080680977054,0.792085012825211
"993","Q99L45",1,1,1,1,1,1,1,1,1,1,1,1,0.400750635363545,1,1,1,1,1,0.659558381637355,1.29695785654479,NA,NA,1.37915057915058,0.82274459974587
"994","Q99LC3",1,1,1,1,0,0.337949396593413,1,1,1,1,0,0.0187061181839189,0.834224842323217,1,1,1,0,0.00241392426138152,1.00768906955023,NA,NA,NA,0.553187502927541,0.732685839796828
"995","Q99LC5",1,0,0,1,1,1,1,0,0,1,1,1,0.504397051467786,0,0,1,1,1,0.832813690847365,0.993885601577909,NA,NA,NA,NA
"996","Q99LD4",1,0,0,1,1,1,1,0,0,1,1,1,0.403233037149359,0,0,1,1,1,0.840525488588223,NA,NA,NA,0.987887151180619,0.941941074523397
"997","Q99LF4",1,1,0,0,0,1,1,0.456084328347442,0,0,0,1,0.423890378126669,0.0588552373404892,0,0,0,1,1.23190148529183,0.597283181717873,NA,NA,NA,NA
"998","Q99LR1",1,1,1,1,1,1,1,1,1,1,1,1,0.986024796506801,1,1,1,1,1,1.10060861071456,NA,NA,NA,NA,NA
"999","Q99LX0",1,1,0,0,1,1,1,1,0,0,1,1,0.355652198797826,1,0,0,0.614211693669254,1,1.2754620716211,0.995224590232306,NA,NA,1.80488999951002,0.984895280378342
"1000","Q99LY9",1,1,1,1,1,0,1,1,1,1,1,0,0.430369674459473,1,1,1,1,0,0.688225228597401,NA,NA,NA,NA,0.919930374238468
"1001","Q99M71",0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1.16856366573653,1.47783811550598,NA,NA,NA,NA
"1002","Q99M87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.883334941619222,NA,NA,NA,NA,NA
"1003","Q99MN9",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.09296166621779,NA,NA,NA,NA,NA
"1004","Q99N28",1,1,1,1,0,0,1,1,1,1,0,0,0.30681701822595,1,1,1,0,0,0.861299322439219,NA,NA,NA,NA,1.13817783765578
"1005","Q99NB9",1,1,1,1,1,1,1,1,1,1,1,1,0.87259553596,1,1,1,1,1,1.0079270235819,NA,NA,NA,NA,NA
"1006","Q99P72",1,1,1,0,1,1,1,1,1,0,1,1,0.487975014482508,1,1,0,0.533764144820776,1,0.823791864642485,NA,NA,NA,0.64564126502509,1.11057349605789
"1007","Q99PJ0",1,1,1,0,1,1,1,1,1,0,1,0.26436597148737,1,1,1,0,0.86092303845435,0.0341150112590256,1.03238971998465,NA,NA,NA,0.909517092598739,0.811737368521489
"1008","Q99PT1",1,1,0,0,1,1,1,1,0,0,1,1,0.178697144625362,1,0,0,0.554075727310738,1,1.22970372098449,1.06806705465116,NA,NA,1.077250592086,0.976331514679139
"1009","Q9C075.9",0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,NA,NA,NA,NA,1.14068685892007,0.847149492122345
"1010","Q9CPP6",1,1,1,1,1,1,1,1,1,1,1,1,0.325423810504512,1,1,1,1,1,1.15776675420679,NA,NA,NA,1.24233623749597,0.630134200894673
"1011","Q9CPQ1",1,1,1,1,0,1,1,1,1,1,0,1,0.603568505742426,1,1,1,0,0.580499128355175,1.19965874268734,NA,NA,NA,0.752230201525728,1.14907772257438
"1012","Q9CPQ3",1,1,1,1,1,0,1,1,1,1,1,0,0.138949963200342,1,1,1,1,0,0.653823034383265,NA,NA,NA,NA,2.78553669105633
"1013","Q9CPQ8",1,1,1,0,1,1,1,1,1,0,1,1,0.815207611266403,1,1,0,0.455079138674399,0.564057266288935,1.34275298729313,NA,NA,0.743136759401778,0.77517184884425,1.18186601561678
"1014","Q9CPY7",1,0,0,1,1,1,1,0,0,1,1,1,0.981857178486303,0,0,1,1,1,1.06670339255383,0.559992447842915,NA,NA,NA,NA
"1015","Q9CQ54",1,1,1,1,1,1,1,1,1,1,1,1,0.47810236690236,1,1,1,1,1,1.4225363080637,NA,NA,NA,NA,NA
"1016","Q9CQ65",1,1,1,1,0,1,1,1,1,1,0,1,0.8731635500434,1,1,1,0,0.370474184262097,1.21202766821014,NA,NA,NA,1.01080950072709,0.81342165444366
"1017","Q9CQ69",1,1,1,0,1,1,1,1,1,0,1,1,0.794876969558114,1,1,0,0.775660262744074,0.359134672612235,0.947367697594503,NA,NA,NA,1.26799304994739,0.748818031885651
"1018","Q9CQ75",1,1,1,0,1,1,1,1,1,0,1,1,0.580103583139103,1,1,0,1,0.544617666468675,0.999480088806454,NA,NA,NA,1.00758611708016,0.850630527501342
"1019","Q9CQ92",1,1,1,1,0,0,1,1,1,1,0,0,0.600913875235039,1,1,1,0,0,0.91759375,NA,NA,NA,NA,0.98306824012314
"1020","Q9CQA3",1,0,0,0,1,1,1,0,0,0,1,1,0.501054645030736,0,0,0,0.456299805829885,1,1.08264573103667,1.05718398325046,0.91016749542005,0.38823923418269,0.749939826490995,1.04485265977804
"1021","Q9CQB5",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.79008356545961,NA,NA,NA,NA,NA
"1022","Q9CQC7",1,1,1,0,1,1,1,1,1,0,1,1,0.907368911673183,1,1,0,0.5846772011256,0.561126164402986,0.969553939354138,NA,NA,NA,0.585404030522403,0.89840042186676
"1023","Q9CQD1",1,1,1,1,1,1,1,1,1,1,1,1,0.666000801590731,1,1,1,1,1,1.0482741200216,NA,NA,NA,NA,NA
"1024","Q9CQE8",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1.23657131096934,NA,NA,NA,NA,NA
"1025","Q9CQF3",1,1,0,0,1,1,1,1,0,0,1,1,0.432556235319134,1,0,0,0.898604492388972,1,1.1033258657023,0.860924059772714,0.439466001130156,0.610256494090337,1.35094964664311,1.05577317664615
"1026","Q9CQF4",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.88284625158831,NA,NA,NA,NA,NA
"1027","Q9CQH3",1,1,1,0,1,1,0.106928220349426,1,1,0,0.89348022175889,1,0.013798513555299,1,1,0,0.115298832347935,0.251563198011104,0.89561315891223,2.24948514268903,NA,NA,0.884924892703863,0.764051852231388
"1028","Q9CQI6",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.88177005565359,NA,NA,NA,NA,NA
"1029","Q9CQI7",1,1,1,1,1,1,1,1,1,1,1,1,0.693584255747934,1,1,1,1,1,0.795800368751947,NA,NA,NA,NA,NA
"1030","Q9CQJ6",1,1,0,1,0,1,1,1,0,1,0,1,0.818490405051395,0.383713920039243,0,1,0,0.958106263260262,1.08876748032681,2.32981927710843,1.06531388712746,1.49117940752247,0.794166886950392,0.865015243902439
"1031","Q9CQJ8",1,1,1,1,1,1,1,1,1,1,1,1,0.57264034273388,1,1,1,1,1,1.32111152210099,NA,NA,NA,NA,NA
"1032","Q9CQN1",1,1,0,0,1,1,1,1,0,0,1,1,0.790724902130858,1,0,0,0.220184528321253,1,0.828289891926256,1.37959683558969,0.952566945814438,0.606031251316177,1.59616806722689,0.908175102265096
"1033","Q9CQQ7",1,1,1,0,0.0603142292949609,1,1,1,1,0,0.00215387295474759,1,0.293297159406954,1,1,0,0.000277945757119635,0.716798921850541,1.16341398458326,NA,NA,0.628007641848473,0.614015946974669,1.09171345924791
"1034","Q9CQR2",1,1,0,0,1,1,1,0.0525920374167216,0,0,1,1,0.659484918759112,0.00678672046372758,0,0,1,0.807841699146796,0.875918249763933,0.510627521820608,NA,NA,0.875153213097531,0.760587765249046
"1035","Q9CQR4",1,1,1,1,1,1,1,1,1,1,1,1,0.274915595196496,1,1,1,1,1,1.22265135699374,NA,NA,NA,NA,NA
"1036","Q9CQS8",1,1,1,0,1,1,1,1,1,0,1,1,0.355652198797826,1,1,0,0.200907023786122,0.30600149320473,0.833245585614774,NA,1.90463140586462,0.388892774707981,1.21918703808982,1.15170562430433
"1037","Q9CQV1",1,1,1,0,1,1,1,1,1,0,1,1,0.491705718679353,1,1,0,0.439333954413033,0.243741153171203,1.2751434753975,NA,NA,NA,1.21018317292766,0.7480260102183
"1038","Q9CQV7",0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0.268954761053331,0.903437870460179,NA,NA,NA,1.14662927912139,0.685817307692308
"1039","Q9CQV8",1,1,1,1,1,1,1,1,1,0.49861649880613,1,1,0.369802053248539,1,0.551916228140011,0.0643437859078613,0.736853976711735,0.300101696385919,1.17035657033924,0.945337448760624,0.596141985649608,0.413787246474556,0.633663568792237,1.18976024522862
"1040","Q9CQW2",1,1,1,1,0,1,1,1,1,1,0,1,0.398703065136799,1,1,1,0,0.739058987840158,1.06948573777616,1.65529308836395,NA,NA,NA,1.12436279045706
"1041","Q9CQX2",1,1,1,1,0,1,1,1,1,1,0,1,0.266340797215966,1,1,1,0,1,0.608257187430354,1.01303676900974,1.8842122066727,1.22780859916782,1.13579080025205,1.08189177673626
"1042","Q9CQY6",1,1,1,1,1,1,1,1,1,1,1,1,0.798016439185193,1,1,1,1,1,1.12933442642862,NA,NA,NA,NA,NA
"1043","Q9CQZ5",1,1,1,1,0,1,1,1,1,1,0,1,0.419077984190224,1,1,1,0,0.171089983834832,1.16362012094557,NA,NA,NA,1.07987061458074,0.72671930564764
"1044","Q9CQZ6",1,1,1,0,1,1,1,1,1,0,1,1,0.642201365129046,1,1,0,0.821035729690028,0.933362195737866,0.974753966866508,NA,NA,NA,1.29665917889404,0.896635954574673
"1045","Q9CR51",0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0.849847601732528,NA,NA,NA,0.768492582218072,0.680576149120949
"1046","Q9CR61",1,1,1,0,1,1,1,1,1,0,1,1,0.616533494785806,1,1,0,0.981349861002843,0.544617666468675,1.11032926181625,NA,NA,NA,0.852179954837589,0.88202849701241
"1047","Q9CR62",1,1,1,0,1,1,1,1,1,0,1,1,0.263154463003149,1,1,0,0.930993941367563,0.544617666468675,1.18581666695083,NA,1.42442088731841,0.307366459101114,1.16931942013671,0.84886964077983
"1048","Q9CR67",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.0187107815174,NA,NA,NA,NA,NA
"1049","Q9CR68",1,1,1,0,1,1,1,1,1,0,0.636916170005382,1,0.954621067242005,1,1,0,0.082190617001656,1,1.07538131756731,NA,NA,1.51156473783851,0.665954064572713,1.00803978450062
"1050","Q9CRB9",1,1,0,0,1,1,1,1,0,0,1,1,0.933831503904025,1,0,0,0.953304874927997,0.814600593782997,0.855836666839836,1.40280567752669,2.9260248332711,2.37204864703313,0.872639364433981,1.16309784003671
"1051","Q9CRC9",1,1,0,1,1,1,1,0.346481014552351,0,1,1,1,0.815207611266403,0.0447115173181689,0,1,1,1,1.08203646960705,0.698207054263409,NA,NA,NA,NA
"1052","Q9CRD0",1,0,0,0,1,1,1,0,0,0,1,1,0.986024796506801,0,0,0,0.383319844760848,0.21793310946722,0.97083318752843,NA,NA,NA,0.805840707964602,0.790044046703489
"1053","Q9CRD2",1,1,1,0,1,1,1,1,1,0,1,1,0.882829890974612,1,1,0,0.313865581578259,1,1.01719747329431,NA,NA,NA,1.16806883150434,0.896909189820884
"1054","Q9CRY7",1,1,1,1,0,1,1,1,1,1,0,1,0.552864833012275,1,1,1,0,0.701768798814303,1.10353062010527,NA,NA,NA,1.54281781535739,0.7154614518852
"1055","Q9CTY5",1,1,1,1,1,1,1,1,1,1,1,1,0.481400056963608,1,1,1,1,1,1.1543660336678,NA,NA,NA,NA,NA
"1056","Q9CVB6",1,1,1,1,0,1,1,1,1,1,0,1,0.940459073600442,1,1,1,0,1,1.1361164561198,3.41977734119188,NA,NA,1.32991123943964,1.3395408802779
"1057","Q9CWF2",1,1,1,1,1,1,1,0.475945498003894,1,1,1,1,0.355652198797826,0.0614182148017531,0.585965630605481,0.150650479684818,0.725274542584221,0.597826922848038,0.79123692706487,1.39305726388303,0.48141693827038,0.472489700495619,0.832568398081191,1.06234690667548
"1058","Q9CWS0",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.857801100729564,1.26701833710123,NA,NA,NA,NA
"1059","Q9CWU6",1,1,1,1,1,1,1,1,1,1,1,1,0.519369051417003,1,1,1,1,1,1.3780487804878,NA,NA,NA,NA,NA
"1060","Q9CX86",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.924415874134085,NA,NA,NA,NA,NA
"1061","Q9CXI5",1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1.74735419950462,1.95974368639276,NA,NA,NA,NA
"1062","Q9CXT8",1,1,1,0,0,0,1,1,1,0,0,0,0.360300684321542,1,1,0,0,0,1.24840273881767,NA,NA,NA,NA,NA
"1063","Q9CXU9",0,1,0,0,1,1,0,1,0,0,1,0.769775535112052,0,1,0,0,0.332711873742059,0.099335405761648,0.90645518258945,0.792843809908183,NA,NA,0.737585514672865,2.56089559305983
"1064","Q9CXW3",0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0.985071466384346,NA,1.0619329199684,5.01900882552614,1.07636097917428,0.705867182462927
"1065","Q9CXW4",0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.821035729690028,0.485629221104437,0.789894544186857,NA,NA,NA,1.1978988071353,0.86318407960199
"1066","Q9CXY6",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.850331808517492,NA,NA,NA,NA,NA
"1067","Q9CXZ1",1,0,0,0,1,1,1,0,0,0,0.995416841047422,1,0.841308473608796,0,0,0,0.128453206548101,0.51768610980876,0.962224388368711,NA,NA,NA,1.41891792598398,0.758790514421649
"1068","Q9CY27",1,1,1,0,1,1,1,1,1,0,0.472732118019405,1,0.749053242655739,1,1,0,0.061003545342845,1,1.35699325917502,NA,NA,NA,1.34033578694897,1.0293717010046
"1069","Q9CY57",1,1,1,1,1,1,1,1,1,1,1,1,0.224862213452259,1,1,1,1,1,0.696788732394366,NA,NA,NA,NA,NA
"1070","Q9CY58",1,1,0,0,0,0,1,0.607041404512218,0,0,0,0,0.394486508585688,0.0783354386841668,0,0,0,0,1.20614406779661,0.440111881381677,0.195431510248275,0.816434225405202,0.506902316694531,1.75222498116787
"1071","Q9CY64",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.9254403195181,NA,NA,NA,NA,NA
"1072","Q9CYH2",1,1,1,1,1,1,1,1,1,1,1,1,0.898460310295255,1,1,1,1,1,0.911654243947539,NA,NA,NA,NA,NA
"1073","Q9CYL5",1,1,1,0,1,1,1,1,1,0,1,1,0.51331725876532,1,1,0,0.698590834553739,0.240106337798005,0.975458935572345,NA,NA,0.49322096005863,0.893258910882561,1.24102322896512
"1074","Q9CYR0",1,1,0,0,1,1,1,0.21707930959304,0,0,1,0.423090671635521,0.856065708135074,0.0280129210624292,0,0,0.946439180141481,0.0545975828327214,1.19130203420168,1.2716330465068,1.04523157157079,1.05085422273291,0.957868943624441,2.1166805630487
"1075","Q9CYT6",1,1,1,1,1,1,1,1,1,1,1,1,0.452756454092955,1,1,1,1,1,1.10455258257375,NA,NA,NA,NA,NA
"1076","Q9CZ13",1,1,1,0,1,1,1,1,1,0,0.325315500697876,1,0.834224842323217,1,1,0,0.0419802212312102,1,0.996063288282641,2.70112657388999,2.52534791252485,0.432437799653891,0.76272048296182,0.958787447096897
"1077","Q9CZ42",1,1,1,1,1,1,1,1,1,1,1,1,0.44084038547408,1,1,1,1,1,1.11183812326508,1.34300177862909,NA,NA,NA,NA
"1078","Q9CZ44",1,1,1,1,1,1,1,1,1,1,1,1,0.904151577047105,1,1,1,1,1,1.12796589720904,NA,NA,NA,NA,NA
"1079","Q9CZC8",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.703775652520428,NA,NA,NA,NA,NA
"1080","Q9CZL5",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.07008636788049,NA,NA,NA,NA,NA
"1081","Q9CZN7",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.564890004429352,NA,NA,NA,NA,NA
"1082","Q9CZS1",1,1,1,0,1,1,1,1,1,0,1,1,0.452756454092955,1,1,0,1,1,1.01703112986572,1.91842271107283,1.67991745584003,0.681758197137346,0.863138526242005,1.22799655691844
"1083","Q9CZT8",1,1,1,0,1,1,1,1,1,0,0.679673532888406,1,0.90794513112197,1,1,0,0.0877082254440508,0.511230096726859,1.21138598764961,NA,NA,NA,0.54744901084094,1.21258708019547
"1084","Q9CZU6",1,1,0,0,1,1,1,1,0,0,1,1,0.400750635363545,0.180238895298134,0,0,1,1,1.04588070786723,0.601380714987745,1.13791755971059,2.10961219718341,0.616502226372705,1.04033228906333
"1085","Q9CZW5",1,1,1,1,1,0,1,1,1,1,1,0,0.160173248256205,1,1,1,1,0,1.20859453075316,NA,NA,NA,1.22992392223161,0.671294544904293
"1086","Q9CZX8",1,1,0,0,1,1,1,1,0,0,0.36856467609926,1,0.969693443078247,0.286690699245159,0,0,0.0475612954423149,0.199533625933654,0.959455545902114,0.485268275338635,0.146359975110941,0.291343405471621,1.61976255828566,0.831701413719126
"1087","Q9D051",1,1,1,0,1,1,1,1,1,0,0.780829584339839,1,0.627445706801668,1,1,0,0.100761871549745,1,0.862714654121159,0.663904433921653,NA,NA,1.25927268959801,0.999447742648072
"1088","Q9D0B6",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0.804208416833667,NA,NA,NA,NA,NA
"1089","Q9D0D3",1,1,1,1,1,1,1,1,1,1,1,1,0.257188391356034,1,1,1,1,1,1.07834993867143,NA,NA,NA,NA,NA
"1090","Q9D0E1",1,1,1,0,1,1,1,1,1,0,0.877898089792104,0.264181639064615,0.616323020141855,1,1,0,0.113288041759057,0.0340912241481418,0.989335110814862,NA,NA,NA,0.626098313939682,0.70359231411863
"1091","Q9D0J8",1,1,0,0,0,1,1,1,0,0,0,1,1,0.264214365306586,0,0,0,1,NA,2.1401935765685,0.575579925052302,0.335028369553581,NA,NA
"1092","Q9D0K2",1,0,0,1,1,1,1,0,0,1,1,1,0.930730719191808,0,0,1,1,1,1.05353203926327,1.0333304325124,NA,NA,NA,NA
"1093","Q9D0M3",1,1,1,1,0,1,1,1,1,1,0,1,0.422369271522956,1,1,1,0,0.2191799267182,1.37063361424855,NA,NA,NA,0.790367940004687,0.621106259097525
"1094","Q9D0M5",1,0,1,0,1,1,1,0,1,0,1,1,0.702635230500368,0,1,0,0.919941456408979,1,0.962182071835566,0.771437469721088,NA,NA,1.64507531379464,1.02199514425171
"1095","Q9D0R8",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0.987413723101908,NA,NA,NA,NA,NA
"1096","Q9D0W5",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0.747100248550124,0.525822955883773,NA,NA,NA,NA
"1097","Q9D172",1,1,1,1,1,1,1,1,1,1,1,1,0.208487496718568,1,1,1,1,1,1.44080610151348,1.12418056813942,NA,NA,1.92243902439024,1.04485219164118
"1098","Q9D1C8",1,1,1,1,0,1,1,1,1,1,0,1,0.552864833012275,1,1,1,0,0.397150776307372,0.844645293315137,NA,NA,NA,0.973210161662818,0.877347021477785
"1099","Q9D1D4",1,1,1,1,1,0,1,1,1,1,1,0,0.572604025608114,1,1,1,1,0,0.780786889056769,NA,NA,NA,1.21982699437045,0.758645833333333
"1100","Q9D1G1",1,1,1,0,1,1,1,1,1,0,1,1,0.75688977283854,1,1,0,0.441335487152661,0.639277105471326,1.09358683927381,NA,NA,NA,0.486188279693882,1.58463963809581
"1101","Q9D1G5",1,1,1,1,1,1,1,1,1,1,1,1,0.603019860778217,1,1,1,1,1,1.24686361796843,NA,NA,NA,NA,NA
